ag commodity prices
scenario,region,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,Corn,0.0903274,0.0903274,0.0903274,0.0903274,0.0988832,0.102659,0.10734,0.111401,0.115019,0.118832,0.122019,0.128209,0.13327,0.137173,0.140107,0.142272,0.144076,0.145113,0.145383,0.145227,0.145036,1975$/kg,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,FiberCrop,0.32614,0.32614,0.32614,0.32614,0.328028,0.331012,0.335878,0.343278,0.350328,0.358657,0.366111,0.380541,0.392742,0.402831,0.410583,0.416918,0.422501,0.42611,0.427751,0.428273,0.428025,1975$/kg,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,FodderGrass,0.0336,0.0336,0.0336,0.0336,0.0362743,0.0392737,0.0430398,0.0474132,0.0519753,0.0571084,0.062518,0.0666267,0.0701843,0.0731846,0.0755622,0.0775242,0.0792454,0.0804626,0.0811717,0.0815882,0.0818058,1975$/kg,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,FodderHerb,0.048,0.048,0.048,0.048,0.048588,0.0492095,0.0499214,0.0509593,0.0518649,0.0528171,0.053677,0.0543037,0.0546298,0.0547484,0.0546356,0.0544509,0.0542875,0.0540204,0.0536648,0.0532531,0.0528361,1975$/kg,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,Forest,47.1445,47.1445,47.1445,47.1445,48.6602,50.1541,51.8082,53.5262,55.077,56.7151,58.2462,59.4337,60.1763,60.5868,60.6303,60.5228,60.3858,60.0718,59.6036,59.0313,58.4446,1975$/m3,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,MiscCrop,0.25367,0.25367,0.25367,0.25367,0.25415,0.254216,0.254803,0.255945,0.256988,0.258222,0.259446,0.261631,0.263412,0.264783,0.265761,0.266457,0.267026,0.267297,0.267243,0.267006,0.266681,1975$/kg,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,OilCrop,0.294112,0.294112,0.294112,0.294112,0.290784,0.288989,0.289893,0.29594,0.300701,0.307213,0.313192,0.321645,0.326952,0.329973,0.33118,0.33186,0.33295,0.332635,0.331016,0.328581,0.325808,1975$/kg,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,OtherGrain,0.135684,0.135684,0.135684,0.135684,0.14055,0.145653,0.152323,0.156851,0.161004,0.165884,0.170646,0.181238,0.190378,0.197991,0.203863,0.208515,0.212423,0.214852,0.215799,0.215722,0.215005,1975$/kg,
"Reference,date=2020-20-1T14:16:54-08:00",Africa_Eastern,PalmFruit,0.0672621,0.0672621,0.0672621,0.0672621,0.069103,0.0700973,0.0712559,0.0724056,0.0733898,0.0743994,0.0752143,0.0766146,0.0776225,0.0783324,0.0787129,0.0789305,0.079128,0.0791496,0.0789946,0.0787274,0.0784191,1975$/kg,
