population by region
"Reference,date=2020-19-1T07:20:28-08:00",Japan,122251.0,126393.0,126536.0,126105.0,124813.0,122850.0,120410.0,117670.0,114754.0,111708.0,108609.0,105523.0,102415.0,99095.0,95619.0,92122.0,88690.0,85172.0,81686.0,78276.0,74941.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",Mexico,84307.0,106484.0,113423.0,119973.0,126183.0,131812.0,136747.0,140908.0,144298.0,146898.0,148719.0,149772.0,150033.0,149955.0,149685.0,149196.0,148421.0,147341.0,145998.0,144559.0,143066.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",Middle East,132332.0,190129.0,215480.0,239992.0,263092.0,285231.0,306336.0,326606.0,345934.0,363626.0,379267.0,392680.0,403763.0,412618.0,419368.0,423999.0,426714.0,427809.0,427591.0,426374.0,424121.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",Pakistan,111845.0,158645.0,173593.0,190015.0,207341.0,224144.0,239684.0,254203.0,267979.0,280898.0,292577.0,302301.0,310048.0,316184.0,320897.0,324545.0,326985.0,328462.0,328660.0,327939.0,326374.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",Russia,148244.0,143843.0,142958.0,142671.0,141969.0,140910.0,139632.0,138489.0,137792.0,137238.0,136715.0,136087.0,135424.0,134504.0,133427.0,132158.0,130636.0,128882.0,126968.0,124905.0,122622.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",South Africa,36794.0,47793.0,50133.0,52493.0,54797.0,56845.0,58585.0,60028.0,61254.0,62250.0,63045.0,63631.0,64042.0,64183.0,64028.0,63591.0,62884.0,62019.0,61000.0,59823.0,58484.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",South America_Northern,20934.0,28112.0,30490.0,32734.0,34835.0,36795.0,38593.0,40166.0,41510.0,42627.0,43510.0,44171.0,44616.0,44840.0,44835.0,44615.0,44235.0,43706.0,43049.0,42283.0,41433.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",South America_Southern,59145.0,75654.0,80408.0,84705.0,88621.0,92144.0,95180.0,97666.0,99619.0,101013.0,101846.0,102145.0,101963.0,101499.0,100796.0,99862.0,98695.0,97324.0,95805.0,94215.0,92587.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",South Asia,155484.0,216282.0,231965.0,248779.0,266253.0,283166.0,298953.0,313432.0,326434.0,337659.0,346965.0,354309.0,359633.0,363269.0,365412.0,366284.0,365976.0,364597.0,362296.0,359282.0,355745.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",South Korea,42980.0,47044.0,48184.0,48906.0,49378.0,49641.0,49661.0,49342.0,48630.0,47560.0,46183.0,44598.0,42906.0,41155.0,39392.0,37655.0,35975.0,34371.0,32855.0,31436.0,30044.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",Southeast Asia,287781.0,365562.0,388124.0,409493.0,429717.0,447641.0,462887.0,475280.0,484828.0,491539.0,495416.0,496992.0,496510.0,494066.0,489977.0,484268.0,477214.0,469124.0,460305.0,451064.0,441509.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",Taiwan,20233.0,22728.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,23216.0,thous,
"Reference,date=2020-19-1T07:20:28-08:00",USA,256971.0,300712.0,314242.0,326649.0,339508.0,352372.0,364622.0,376039.0,386598.0,396256.0,405392.0,414503.0,423721.0,432406.0,440154.0,446684.0,451824.0,455629.0,458294.0,459938.0,460474.0,thous,
